itemID	Tongan Word	Dictionary Page	Number of Letters	Number of Phonemes	Number of Moras	Part of Speech	Meaning in English
3415	vakavaka	168	8	8	4	noun	the side of the thorax only, (but often refers to side in general of human being or animal)
3416	vakavaka'āhina	168	14	15	8	verb	to ride on the shoulders
3417	vakavaka'āmei	168	13	14	8	noun	raft; log of wood, etc. used as a raft
3418	vaka-'a'alo	168	10	10	5	noun	rowing boat
3419	vākē	168	4	6	4	noun	noise (of any kind)
3420	vakili	168	6	6	3	verb	to remove or take things out (of a box, etc.), to turn out the contents of
3421	vākovi	168	6	7	4	verb	to be on bad terms with each other
3422	vaku	168	4	4	2	verb	to scratch; scratch in, scrape, scrape away; to scrape away the earth from, to dig up, unearth, disinter
3423	vala	169	4	4	2	noun	clothes
3424	vālai	169	5	6	4	adjective	a common type of creeper
3425	vala ngaholo	169	11	10	5	noun	clothes for everyday use
3426	valasi'i	169	8	8	4	noun	working clothes, clothes worn when doing dirty work
3427	vālau	169	5	6	4	noun	noise, din, disturbance
3428	vale-hioa	169	8	8	5	adjective	stupid
3429	valelau	169	7	7	4	verb	to talk to oneself; to talk gibberish, to jabber unintelligibly; to talk in one’s sleep or in delirium
3430	vālelei	169	7	8	5	verb	to be on good terms with each other
3431	vale-ngangau	169	11	9	5	adjective	very silly
3432	valevale	169	8	8	4	adjective/verb	not yet able to think for itself; baby
3433	vali	169	4	4	2	noun	paint
3434	valitā	169	6	7	4	verb	to paint with tar, to surface (a road, etc.) with tar or asphalt
3435	valoki	169	6	6	3	verb	to reprove, rebuke, reprimand
3436	valu	169	4	4	2	noun	kind of fish
3437	valungeau	169	9	8	5	numeral	eight hundred (800)
3438	vāmama'o	169	8	9	5	verb	(of two things) to be far apart, to be distant from each other
3439	vana	169	4	4	2	noun	kind of sea-egg with long thin spikes
3440	vanila	169	6	6	3	noun	vanilla plant (a creeping vine); vanilla (flavoring)
3441	vānisi	169	6	7	4	noun	varnish
3442	vao	169	3	3	2	noun	forest, bush-land, scrub, land or tract of land in its natural uncultivated state; piece of forest or bush-land either in its natural state or cleared for gardening; grass, weeds
3443	vaoa	169	4	4	3	adjective	more or less overgrown with forest or scrub or weeds
3444	vāofi	169	5	6	4	verb	(of two things) to be near to each other
3445	vātatau	169	7	8	5	adverb	nearly the same, or nearly equal
3446	vau	169	3	3	2	verb	to scrape, or to grate (coarsely)
3447	vauele	169	6	6	4	noun	vowel
3448	vavae	169	5	5	3	noun	cotton plant, raw cotton, cotton wool (but sewing cotton is called filo); kapok tree, kapok; wick; mantle
3449	vavaku	169	6	6	3	verb	to scratch hard and forcibly or deeply; to claw
3450	vavalo	169	6	6	3	verb	to make a prediction, to prophesy; (of old fowls) to utter a warning cry
3451	vavalo'i	169	8	8	4	verb	to predict, foretell, prophesy
3452	vave	169	4	4	2	adjective/verb	to be quick or fast; (of a clock) fast
3453	vavea	170	5	5	3	verb	(of meeting etc.) to be nearly over, to be approaching the end
3454	va'a	170	4	4	2	noun	bough, branch
3455	va'akau	170	7	7	4	noun	stick, rod, twig or branch (if broken off); cutting (for planting)
3456	va'akolo	170	8	8	4	noun	(in cricket) stump(s)
3457	va'ava'a	170	8	8	4	adjective	having branches, branched, branching
3458	va'e	170	4	4	2	noun	foot, leg; wheel (of cart or car, etc.); weights along the bottom edge of a fishing-net
3459	va'eva'e	170	8	8	4	verb	to hurry (on one’s feet)
3460	vā'ihala	170	8	9	5	noun	section of a road; stage, phase
3461	va'inga	170	7	6	3	noun	game, pastime, diversion, amusement or hobby
3462	va'inga'anga	170	12	10	5	noun	playground, place where games are played
3463	veape	170	5	5	3	noun	verb
3464	veeni	170	5	5	3	noun	van
3465	veesi	170	5	5	3	noun	verse; text
3466	veifua	170	6	6	4	noun	young coconut warmed for drinking
3467	veimau	170	6	6	4	noun/verb	(to play) draughts or checkers
3468	veitapui	170	8	8	5	verb	to keep away from each other (as cousins of opposite sex are supposed to do)
3469	veiveiua	170	8	8	6	adjective/verb	 uncertain; or to hesitate (because of uncertainty)
3470	vēkeveke	170	8	9	5	adverb	eagerly, gladly, with relish
3471	vela	170	4	4	2	adjective/verb	to be on fire, to catch fire; to burn, be burning; to be burnt; to be scorched or scalded; hot
3472	velangata'a	170	11	10	5	adjective	difficult to heat up; difficult to burn, non-inflammable; fireproof
3473	velangofua	170	10	9	5	adverb	easy to heat up; easy to burn, inflammable
3474	veli	170	4	4	2	verb	to itch (physically or mentally)
3475	velia	170	5	5	3	verb	to be itchy, to suffer from itchiness
3476	velo	170	4	4	2	verb	to thrust, to insert
3477	Vēnusi	170	6	7	4	noun	Venus
3478	vesa	170	4	4	2	noun	bracelet, bangle, wristlet
3479	vete	170	4	4	2	verb	to loose, unloose, unfasten, untie, undo, unpack, unstrap, unwind, unstitch; to disentangle, to unravel, (to solve, explicate, explain); to unharness (horse or cart); to release; to take off (clothes); to confess (wrongdoing)
3480	vete vala	170	8	8	4	verb	to take off one’s clothes
3481	veuki	170	5	5	3	verb	to disturb, disarrange, upset, ruffle, shuffle about, muddle, jumble, confuse, throw into disorder or confusion or a state of commotion
3482	veve	170	4	4	2	noun	rubbish, litter, refuse, or garbage
3483	vevea	170	5	5	3	noun	littered with rubbish
3484	vevela	170	6	6	3	verb	to be hot (of the sun); to sting (as when smacked hard or when bitten by a wasp); to taste hot
3485	vevela'ia	170	9	9	5	verb	to be stung or hurt (when smacked, etc.);
3486	ve'e	170	4	4	2	noun	used instead of va'e (foot, leg); or as a preposed noun meaning side or place beside
3487	ve'e-fā	171	6	7	4	adverb	four-footed or four-wheeled
3488	ve'e-fiha	171	8	8	4	verb	to have how many feet or wheels
3489	ve'e-fua	171	7	7	4	adjective	having elephantiasis in the leg(s)
3490	ve'e-hala	171	8	8	4	verb	(in dancing) to step or move the feet incorrectly
3491	ve'ehala	171	8	8	4	noun	roadside
3492	ve'e-hape	171	8	8	4	adjective	club-footed
3493	ve'e-kali	171	8	8	4	noun	bow-legged
3494	ve'e-kimo	171	8	8	4	adjective	swift-footed
3495	ve'e-lipi	171	8	8	4	adjective	sharp-shinned
3496	ve'e-loa	171	7	7	4	adjective	long-legged
3497	ve'e-mālohi	171	10	11	6	adjective	strong in the legs (or feet)
3498	ve'e-mutu	171	8	8	4	adjective	having had a foot or leg cut off
3499	ve'e-nou	171	7	7	4	adjective	short-legged
3500	ve'e-pala	171	8	8	4	adjective	having ulcerated leg(s)
3501	ve'e-piko	171	8	8	4	adjective	having crooked legs
3502	ve'eteka	171	8	8	4	noun	wheel (including the wheels of a watch), castor
3503	ve'e-tolu	171	8	8	4	adjective	having three legs or three wheels
3504	ve'e-tonu	171	8	8	4	verb	(in dancing) to step or move the feet correctly; also to arrive in the nick of time or at the opportune moment .
3505	ve'e-tuai	171	8	8	5	adjective	slow-footed
3506	ve'e-ua	171	6	6	4	adjective	two-legged or two-wheeled
3507	ve'e-vave	171	8	8	4	adverb	fast at walking or running, quick-footed
3508	ve'e-'alu	171	8	8	4	adverb	always walking around or gadding about
3509	viki	171	4	4	2	verb	to praise, speak in praise of, extol, or compliment
3510	vīkiviki	171	8	9	5	verb	to exult, to overflow with joy and gratitude or praise
3511	viku	171	4	4	2	adjective/verb	wet, implying complete wetness or being wet all over
3512	vikuviku	171	8	8	4	adjective	somewhat wet, damp, moist
3513	vilingia	171	8	7	4	verb	to be blown about , along or away by the wind
3514	vilo	171	4	4	2	verb	to rotate fast, to twirl or spin; to toss a coin; to brandish (a weapon)
3515	vilovilo'i	171	10	10	5	verb	to keep on twirling or spinning
3516	vinika	171	6	6	3	noun	vinegar
3517	voliume	171	7	7	4	noun	volume (book)
3518	volu	171	4	4	2	verb	to be bruised, to have a bruise
3519	a	172	2	2	1	preposition	untranslatable - usually introducing the object or subject of a verb
3520	ā	172	2	3	2	noun	fence, wall; enclosure, pen
3521	aa'i	172	5	5	3	verb	to fence, fence in
3522	aefiafi	172	8	8	5	adverb	this afternoon (said at noon or in the morning)
3523	āfaki	172	6	7	4	verb	to keep awake, to prevent from sleeping; to keep watch beside (a corpse) all night long; to prepare and light up (a native oven) immediately on waking
3524	afē	172	4	5	3	adverb/inerrogative	when (future)
3525	Afilika	172	8	8	4	noun	Africa
3526	Afio	172	5	5	3	noun	Majesty ('ene 'Afio - his/her Majesty)
3527	afio	172	5	5	3	verb	(of king or queen) to sit, to be present, to live (swell, reside), or to look
3528	afio'anga	172	10	9	5	adjective/noun	regal for nofo'anga place for sitting, seat; dwelling-place
3529	afio'i	172	7	7	4	verb	regal for 'ilo to know
3530	afu	172	4	4	2	adjective/verb	hot and steamy (of a native oven with food in it); of a person in a state of fever (hot, with moist skin); of the air (hot and humid, muggy, sultry); of a room (close, stuffy, or oppressively warm)
3531	afua	172	5	5	3	verb	to be fine ( not raining)
3532	afulunga	172	9	8	4	adjective/verb	for food to have a stale or mouldy smell
3533	afungi	172	7	6	3	adjective/verb	self-centred, self- important, proud, conceited, presumptuous; to be so preoccupied with one’s own doings, ideas, ability or importance, as to be heedless of others
3534	ahengihengi	172	12	10	5	adverb	very early tomorrow morning
3535	ahiohio	172	8	8	5	noun	whirlwind, cyclone, waterspout or tornado
3536	ahi'ahi	172	8	8	4	adverb	by way of trial or probation, experimentally, tentatively
3537	aho	172	4	4	2	verb	to be day or daylight
3538	aho fakamanatu	172	14	14	7	noun	day of remembrance
3539	aho fā'ele'i	172	12	13	7	noun	birthday
3540	Ahofitu	172	8	8	4	adjective/noun	Seventh Day Adventist
3541	ahoia	172	6	6	4	verb	to continue until day-break; to pass through a place at daybreak
3542	aho lotu	172	8	8	4	noun	period extending from Christmas to the end of the prayer week (Meth.); saint’s day (Cath.)
3543	aho mālōlō	172	10	13	8	noun	holiday (resting day)
3544	Aho Tau'atāina	172	14	15	9	noun	Emancipation Day
3545	aho'aho	172	8	8	4	adjective/verb	(of the moon) to be very bright
3546	aho 'alo'i	172	10	10	5	noun	regal for birthday
3547	ahu	172	4	4	2	noun	smoke; soot
3548	ahuina	173	7	7	4	verb	to be enveloped, overpowered, damaged or hurt by smoke
3549	ai	173	3	3	2	noun	kind of tree with edible almond-like fruit (Canarium harveyanum)
3550	a ia	173	4	4	3	pronoun	he (or she), that, the one(s), that is to say, namely
3551	ai ai	173	5	5	4	expression	the fact is, the fact of the matter (or the trouble) is
3552	ai hake	173	7	7	4	verb	to put up, to finish off, or to open up
3553	aihala'i	173	9	9	5	verb	to misapply, or to do in a wrong way
3554	aikona	173	7	7	4	verb	to put or carry in one’s belt
3555	aisikilimi	173	11	11	6	noun	ice-cream
3556	aisingisuka	173	12	11	6	noun	icing sugar
3557	aitini	173	7	7	4	noun	iodine
3558	aitoli	173	7	7	4	noun	idol
3559	ai'anga	173	8	7	4	noun	place or thing in or on which anything is placed or kept; receptacle, container, shelf, case, tin, etc.
3560	aka	173	4	4	2	verb	to kick; to pedal (a bicycle, etc.); to treadle, work the treadle of (a lathe, sewing-machine, etc.); (of a gun, etc.) to kick, recoil
3561	akafute	173	8	8	4	verb	to kick, jerk or jump about convulsively
3562	akahi	173	6	6	3	verb	to kick; pedal; treadle; recoil
3563	akapulu	173	8	8	4	noun/verb	(to play) football
3564	akau	173	5	5	3	adjective	made of wood, wooden
3565	akau fua	173	8	8	5	noun	fruit tree, fruiting tree or plant
3566	akau kai	173	8	8	5	noun	plant or tree, any part of which is used as food
3567	akau matala	173	11	11	6	noun	flowering plant or tree
3568	akau-tā	173	7	8	5	noun	club (weapon); bow (of a violin)
3569	akau-tā-pulu	173	11	12	7	noun	golf-club
3570	akau-taumāta'u	173	14	15	9	noun	fishing-rod or pole
3571	akau totolo	173	11	11	6	noun	creeping plant, creeper
3572	akauveli	173	9	9	5	noun	kind of bush that has small leaves and bears clusters of small pods (Indigofera)
3573	akau'ia	173	8	8	5	adjective/verb	abounding in trees or plants, wooded
3574	aka'aka	173	8	8	4	verb	to kick repeatedly
3575	aki	173	4	4	2	preposition	with (referring to instrument or means)
3576	ākilotoa	173	9	10	6	verb	to surround with a fence, to fence in, to be fenced in
3577	ākitu'a	173	8	9	5	verb	to have the hands clasped behind the back (regarded by Tongans as discourteous)
3578	ākolo'i	173	8	9	5	verb	to besiege
3579	alā	173	4	5	3	noun	friend, dear (untranslatable expression of affection used only when addressing someone)
3580	alaha	173	6	6	3	noun/verb	(to have a) strong but pleasant smell
3581	alelo	173	6	6	3	noun	tongue (older form, still used occasionally, of 'elelo,)
3582	aleminiume	174	11	11	6	noun	aluminium
3583	alo	174	4	4	2	noun	son (of a sovereign), regal for son
3584	alofaki	174	8	8	4	verb	to row or paddle (the person or thing carried in the boat)
3585	alofi	174	6	6	3	noun	ceremonial kava ring
3586	alomālie	174	9	10	6	noun/verb	(to be) good or fine weather
3587	alotāmaki	174	10	11	6	noun/verb	(to be) bad or stormy weather
3588	alovili	174	8	8	4	verb	to be determined, to work or play with determination; (of work, etc.) to be done with determination
3589	alo'alo	174	8	8	4	verb	to go for a row, to go out rowing
3590	alo'i	174	6	6	3	verb	regal for to be born or to give birth (fanau'i or fā'ele'i)
3591	alo'ofa	174	8	8	4	verb	honorific or regal for to love ('ofa )
3592	alu	174	4	4	2	verb	to go (of persons, etc., or of a road); (of orders or instructions) to be sent, be issued, go out; to go on to become, to become in course of time, to grow into
3593	alu lalo	174	8	8	4	verb	to walk or go on foot
3594	alu mama'o	174	10	10	5	verb	to go a long way, or to keep away (not come near)
3595	alu ofi	174	7	7	4	verb	go near to it; to relieve oneself
3596	alu takai	174	9	9	5	verb	to go round, or round and round, in a more or less circular path
3597	alu'aki	174	8	8	4	verb	to go with, take with one, as a present for someone
3598	alu'alu-'i-mala-tau-ki-monū	174	23	24	13	verb	to begin badly but end well
3599	alu'alu-i-monū-tau-ki-mala	174	22	23	13	verb	to begin well but end badly
3600	alu'anga	174	9	8	4	noun	road or course or route by which someone or something goes; conveyance
3601	alu'i	174	6	6	3	verb	(of a road or path) to be used, to be in use
3602	āmaka'i	174	8	9	5	verb	to provide with a stone wall, to surround with or enclose within a stone wall
3603	amanaki	174	8	8	4	noun	expectation; hope
3604	amaua	174	6	6	4	pronoun	our, ours (dual)
3605	amautolu	174	9	9	5	pronoun	our, ours (plural)
3606	Amelika	174	8	8	4	noun	America
3607	amio	174	5	5	3	adjective/verb	sticky, viscous, glutinous, gluey
3608	amipasitoa	174	11	11	6	noun	ambassador
3609	ā mohe	174	6	7	4	verb	to wake up, awake from sleep
3610	amoua	174	6	6	4	pronoun	your, yours (dual)
3611	amoutolu	174	9	9	5	pronoun	your, yours (plural)
3612	amui	174	5	5	3	adverb	later on, at some future time or date
3613	amusia	174	7	7	4	verb	to be such as one naturally envies or congratulates or regards as fortunate
3614	ana	174	4	4	2	noun	cave, cavern; den; cabin; hold or hatchway
3615	anai	174	5	5	3	adverb	shortly, presently, a little later on, later on today
3616	anai ange	174	9	8	5	adverb	a little later on
3617	anaua	174	6	6	4	pronoun	their, theirs (dual)
3618	anautolu	174	9	9	5	pronoun	their, theirs (plural)
3619	aneafi	174	7	7	4	adverb	yesterday
3620	aneefiafi	174	10	10	6	adverb	this afternoon (if said at night), or yesterday afternoon (if said on the following morning)
3621	anefē	174	6	7	4	adverb	when (in the past)
3622	anefe'ia	174	9	9	5	interrogative	when (emphatic form of prec.)
3623	anehengihengi	174	14	12	6	adverb	very early this morning, at dawn (now past)
3624	aneho'atā	175	10	11	6	adverb	at noon today (said in the afternoon or evening)
3625	anenai	175	7	7	4	adverb	a short time age, earlier today; or earlier in the present speech or letter
3626	anenai ange	175	11	10	6	adverb	a little earlier (today)
3627	anepō	175	6	7	4	adverb	last night
3628	aneuhu	175	7	7	4	adverb	this morning (now past)
3629	anitema	175	8	8	4	noun	anthem
3630	anuhi	175	6	6	3	verb	to spit, spit on, spit out
3631	anga	175	5	4	2	noun	shark
